PLAYERID,NAME,FNAME,ID7,BIRTHDATE,SKINTONE,EYEWEAR,SPEECH05,CFAVAIL,USE,COACH,PORTIN05,PORTIN06,IS07OR08,ISID7DUPL
341,Vrankovic,Stojko,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
342,Brandon,Terrell,TEBRAND,19700520,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
343,Cummings,Terry,TECUMMI,19610315,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
344,Dehere,Terry,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
345,Mills,Terry,TEMILLS,19671221,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
346,Porter,Terry,TEPORT0,19630408,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
347,Lawson,Jason,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
348,Ratliff,Theo,THRATLI,19730417,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
349,Seals,Shea,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
350,Duncan,Tim,TIDUNCA,19760425,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
351,Hardaway,Tim,TIHARDA,19660901,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
352,Legler,Tim,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
353,Thomas,Tim,TITHOMA,19770226,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
354,Battie,Tony,TOBATTI,19760211,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
355,Delk,Tony,TODELK_,19740128,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
356,Dumas,Tony,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
357,Fuller,Todd,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
358,Gugliotta,Tom,TOGUGLI,19691219,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
359,Kukoc,Toni,TOKUKOC,19680918,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
360,Massenburg,Tony,TOMASSE,19670713,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
361,Best,Travis,TRBEST_,19720712,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
362,Knight,Travis,TRKNIGH,19740913,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
363,Murray,Tracy,TRMURRA,19710725,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
365,Corbin,Tyrone,TYCORBI,19621231,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
366,Henson,Steve,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
367,Hill,Tyrone,TYHILL_,19680319,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
368,Coles,Bimbo,VECOLES,19680422,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
369,Baker,Vin,VIBAKER,19711123,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
370,Del Negro,Vinny,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
371,Potapenko,Vitaly,VIPOTAP,19750321,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
372,Divac,Vlade,VLDIVAC,19680203,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
373,Lenard,Voshon,VOLENAR,19730514,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
374,McCarty,Walter,WAMCCAR,19740201,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
375,Williams,Walt,WAWILLI,19700416,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
376,Person,Wesley,WEPERSO,19710328,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
378,Perdue,Will,WIPERDU,19650829,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
382,Ilgauskas,Zydrunas,ZYILGAU,19750605,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
384,Anstey,Chris,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
385,Anthony,Greg,GRANTHO,19671115,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
386,Barry,Drew,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
387,Beck,Corey,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
391,Booth,Keith,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
393,Muursepp,Martin,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
394,Brunson,Rick,RIBRUNS,19720614,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
395,Bell,Terrell,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
398,Conlon,Marty,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
399,Crawford,Chris,CHCRAWF,19750513,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
400,Davis,Ben,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
401,Davis,Terry,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
402,Eackles,Ledell,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
405,Funderburke,Lawrence,LAFUNDE,19701215,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
408,Grant,Gary,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
410,Brezec,Primoz,PRBREZE,19791002,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
411,Henderson,Cedric,CEHENDE,19750311,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
412,Day,Todd,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
413,Grant,Paul,PAGRANT,19740106,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
414,Cato,Kelvin,KECATO_,19740826,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
416,McGrady,Tracy,TRMCGRA,19790524,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
418,Jaric,Marko,MAJARIC,19781210,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
420,Hammonds,Tom,TOHAMMO,19670327,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
421,Sesar,Josip,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
422,Hendrickson,Mark,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
423,Dickens,Kaniel,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
424,Honeycutt,Jerald,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
425,Jordan,Reggie,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
426,LaRue,Rusty,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
427,Rakocevic,Igor,IGRAKOC,19780329,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
429,Hightower,Cory,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
430,Miller,Anthony,ANMILLE,19791027,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
431,Murdock,Eric,ERMURDO,19680614,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
432,O'Bannon,Charles,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
435,Pollard,Scot,SCPOLLA,19750212,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
436,Pope,Mark,MAPOPE_,19720911,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
437,Riley,Eric,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
438,Goodrich,Steve,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
440,Rose,Malik,MAROSE_,19741123,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
441,Zhizhi,Wang,WAZHIZH,19770708,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
442,Vanterpool,David,DAVANTE,19730331,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
443,Stewart,Michael,MISTEWA,19750424,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
444,Stojakovic,Peja,PRSTOJA,19770609,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
446,Bell,Raja,RABELL_,19760919,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
447,Washington,Eric,ERWASHI,19740323,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
448,Brown,Kwame,KWBROWN,19820310,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
449,Wheat,DeJuan,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
450,Chandler,Tyson,TYCHAND,19821002,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
451,Williams,Alvin,ALWILLI,19740806,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
452,Harrington,Al,ALHARRI,19800217,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
453,Gasol,Pau,PAGASOL,19800607,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
454,Jamison,Antawn,ANJAMIS,19760612,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
455,Patterson,Andrae,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
456,Curry,Eddy,EDCURRY,19821205,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
457,Wells,Bonzi,BOWELLS,19760920,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
458,Drew,Bryce,BRDREW_,19740921,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
459,Skinner,Brian,BRSKINN,19760519,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
460,Sundov,Bruno,BRSUNDO,19800210,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
462,Benjamin,Corey,COBENJA,19780224,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
463,Richardson,Jason,JARICHA,19810120,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
464,Carr,Cory,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
465,Mobley,Cuttino,CUMOBLE,19750901,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
466,Battier,Shane,SHBATTI,19780908,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
467,Jordan,Michael,MIJORDA,19630217,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
468,Nowitzki,Dirk,DINOWIT,19780619,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
469,Lopez,Felipe,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
470,Griffin,Eddie,EDGRIFF,19820530,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
471,White,Jahidi,JAWHITE,19760219,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
472,James,Jerome,JEJAMES,19751117,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
473,McCoy,Jelani,JEMCCOY,19771206,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
474,Henderson,J.R.,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
475,Williams,Jason,JAWILLI,19751118,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
476,Clark,Keon,KECLARK,19750416,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
477,Young,Korleone,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
478,Hughes,Larry,LAHUGHE,19790123,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
479,Diop,DeSagana,DEDIOP_,19820130,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
480,Harpring,Matt,MAHARPR,19760531,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
481,Bibby,Mike,MIBIBBY,19780513,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
482,Dickerson,Michael,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
483,Doleac,Michael,MIDOLEA,19770615,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
484,Olowokandi,Michael,MIOLOWO,19750403,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
487,Mohammed,Nazr,NAMOHAM,19770905,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
488,Garrity,Pat,PAGARRI,19760823,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
489,Pierce,Paul,PAPIERC,19771013,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
490,White,Rodney,ROWHITE,19800628,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
491,LaFrentz,Raef,RALAFRE,19760529,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
492,Lewis,Rashard,RALEWIS,19790808,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
493,Nesterovic,Rasho,RANESTE,19760530,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
494,Davis,Ricky,RIDAVIS,19790923,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
495,McLeod,Roshown,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
496,Traylor,Robert,ROTRAYL,19770201,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
497,Patterson,Ruben,RUPATTE,19750731,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
498,Johnson,Joe,JOJOHNS,19810629,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
499,Stack,Ryan,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
500,Brown,Kedrick,KEBROWN,19810318,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
501,Coleman,Lorenzo,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
503,Fontaine,Ike,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
504,Garner,Chris,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
505,Drobnjak,Predrag,PRDROBN,19751027,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
506,Alexander,Victor,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
508,Brand,Elton,ELBRAND,19790311,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
509,Francis,Steve,STFRANC,19770221,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
510,Davis,Baron,BADAVIS,19790413,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
511,Odom,Lamar,LAODOM_,19791106,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
512,Bender,Jonathan,JOBENDE,19810130,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
513,Szczerbiak,Wally,WASZCZE,19770305,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
514,Hamilton,Richard,RIHAMIL,19780214,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
515,Miller,Andre,ADMILLE,19760319,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
516,Marion,Shawn,SHMARIO,19780507,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
517,Terry,Jason,JATERRY,19770915,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
518,Langdon,Trajan,TRLANGD,19760513,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
519,Radojevic,Alek,ALRADOJ,19760808,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
520,Maggette,Corey,COMAGGE,19791112,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
521,Avery,William,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
522,Weis,Frederic,FRWEIS_,19820130,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
523,Artest,Ron,ROARTES,19791113,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
524,Bowdler,Cal,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
525,Posey,James,JAPOSEY,19770113,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
526,Lewis,Quincy,QULEWIS,19770626,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
527,Glover,Dion,DIGLOVE,19781022,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
528,Foster,Jeff,JEFOSTE,19770116,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
529,Thomas,Kenny,KETHOMA,19770725,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
530,George,Devean,DEGEORG,19770929,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
531,Kirilenko,Andrei,ANKIRIL,19810218,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
532,James,Tim,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
533,Cummings,Vonteego,VOCUMMI,19760229,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
534,Jones,Jumaine,JUJONES,19790210,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
535,Padgett,Scott,SCPADGE,19760419,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
536,Smith,Leon,LESMITH,19801102,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
537,Celestand,John,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
538,Hill,Rico,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
539,Ruffin,Michael,MIRUFFI,19770121,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
541,Eschmeyer,Evan,EVESCHM,19750530,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
542,Booth,Calvin,CABOOTH,19760507,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
543,Alston,Rafer,RAALSTO,19760724,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
544,Ekezie,Obinna,OBEKEZI,19750822,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
545,Profit,Laron,LAPROFI,19770805,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
546,Bramlett,A.J.,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
547,Buckner,Greg,GRBUCKN,19760916,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
548,Elson,Francisco,FRELSON,19760228,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
549,Dial,Derrick,DEDIAL_,19751220,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
550,Nailon,Lee,LENAILO,19750222,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
551,Williams,Shammond,SHWILLI,19750405,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
553,Cunningham,William,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
554,MacCulloch,Todd,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
555,Moore,Mikki,MIMOORE,19751104,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
556,Ketner,Lari,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
558,Hamilton,Zendon,ZEHAMIL,19750427,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
560,Buford,Rodney,ROBUFOR,19771102,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
561,Levett,Melvin,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
563,Young,Tim,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
564,Carter,Anthony,ANCARTE,19750616,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
565,Bowen,Ryan,RYBOWEN,19751120,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
566,Cleaves,Mateen,MACLEAV,19770907,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
567,Harvey,Antonio,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
568,Griffin,Adrian,ADGRIFF,19740704,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
569,Robinson,Eddie,EDROBIN,19760419,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
570,Amaechi,John,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
571,Atkins,Chucky,CHATKIN,19740814,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
572,Ollie,Kevin,KEOLLIE,19721227,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
573,Martin,Kenyon,KEMARTI,19771230,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
574,Fizer,Marcus,MAFIZER,19780810,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
575,Swift,Stromile,STSWIFT,19791121,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
576,Alexander,Courtney,CUALEXA,19770427,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
577,Miles,Darius,DAMILES,19811009,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
578,Mihm,Chris,CHMIHM_,19790716,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
579,Miller,Mike,MIMILLE,19800219,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
580,Peterson,Morris,MOPETER,19770826,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
581,Przybilla,Joel,JOPRZYB,19791010,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
582,Johnson,DerMarr,DRJOHNS,19800505,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
583,Barkley,Erick,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
584,Smith,Jabari,JASMITH,19770212,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
585,Mason,Desmond,DEMASON,19771011,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
586,Oyedeji,Olumide,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
587,Thomas,Etan,ETTHOMA,19780401,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
588,Moiso,Jerome,JEMOISO,19780615,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
589,Mottola,Hanno,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
590,Dooling,Keyon,KEDOOLI,19800508,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
591,Sanchez,Pepe,JUSANCH,19770508,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
592,Porter,Chris,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
593,Richardson,Quentin,QURICHA,19800413,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
594,Magloire,Jamaal,JAMAGLO,19780521,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
595,Harvey,Donnell,DOHARVE,19800826,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
596,N'diaye,Mamadou,MANDIAY,19750616,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
597,Collier,Jason,JACOLLI,19770908,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
598,Guyton,A.J.,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
599,Edney,Tyus,TYEDNEY,19730214,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
600,Jacobson,Sam,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
601,Marks,Sean,SEMARKS,19750823,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
602,Benoit,David,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
603,Bailey,Toby,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
604,Blount,Mark,MABLOUN,19751130,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
605,Jackson,Marc,MRJACKS,19750116,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
606,Lue,Tyronn,TYLUE__,19770503,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
607,Scott,Shawnelle,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
608,Carter,Vince,VICARTE,19770126,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
