PLAYERID,NAME,FNAME,NAMECOMBINE,ID7,BIRTHDATE,SKINTONE,EYEWEAR,SPEECH05,CFAVAIL,USE,COACH,PORTIN05,PORTIN06,IS07OR08,ISID7DUPL,ISIDDUPL
188,Stackhouse,Jerry,"Stackhouse,Jerry",JESTACK,19741105,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
189,Williams,Jerome,"Williams,Jerome",JEWILLI,19730510,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
190,Jackson,Jim,"Jackson,Jim",JIJACKS,19701014,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE
190,Jackson,Jimmy,"Jackson,Jimmy",JIJACKS,19701014,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE
191,McIlvaine,Jim,"McIlvaine,Jim",JIMCILV,19720730,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
192,Barry,Jon,"Barry,Jon",JOBARRY,19690725,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
193,Crotty,John,"Crotty,John",JOCROTT,19690715,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
195,Kleine,Joe,"Kleine,Joe",JOKLEIN,19620104,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
196,Gray,Devin,"Gray,Devin",DEGRAY_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
198,Newman,Johnny,"Newman,Johnny",JONEWMA,19631128,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
199,Smith,Joe,"Smith,Joe",JOSMITH,19750726,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
200,Starks,John,"Starks,John",JOSTARK,19650810,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
201,Stockton,John,"Stockton,John",JOSTOCK,19620326,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
202,Taylor,Johnny,"Taylor,Johnny",JOTAYLO,19740604,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
203,Thomas,John,"Thomas,John",JOTHOMA,19750908,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
204,Wallace,John,"Wallace,John",JOWALLA,19740209,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
205,Williams,John,"Williams,John",JOWILLI,19620809,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
206,Thomas,Jamel,"Thomas,Jamel",JATHOMA,19760719,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
207,Reid,J.R.,"Reid,J.R.",JRREID_,19680331,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
209,Howard,Juwan,"Howard,Juwan",JUHOWAR,19730207,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
210,Malone,Karl,"Malone,Karl",KAMALON,19630724,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
211,Anderson,Kenny,"Anderson,Kenny",KEANDER,19701009,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
212,Askins,Keith,"Askins,Keith",KEASKIN,19671212,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
213,Closs,Keith,"Closs,Keith",KECLOSS,19760403,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
214,Bowman,Ira,"Bowman,Ira",IRBOWMA,19730611,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
216,Karcher,Mark,"Karcher,Mark",MAKARCH,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
217,Garnett,Kevin,"Garnett,Kevin",KEGARNE,19760519,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
218,Gill,Kendall,"Gill,Kendall",KEGILL_,19680525,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
219,Penn,Scoonie,"Penn,Scoonie",SCPENN_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
220,Kittles,Kerry,"Kittles,Kerry",KEKITTL,19740612,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
221,Rush,Jaron,"Rush,Jaron",JARUSH_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
222,Salvadori,Kevin,"Salvadori,Kevin",KESALVA,19701230,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98,FALSE,FALSE
223,Stewart,Kebu,"Stewart,Kebu",KESTEWA,19731219,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99,FALSE,FALSE
224,Van Horn,Keith,"Van Horn,Keith",KEVANHO,19751023,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
225,Willis,Kevin,"Willis,Kevin",KEWILLI,19620906,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
226,Reeves,Khalid,"Reeves,Khalid",KHREEVE,19720715,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
227,Bryant,Kobe,"Bryant,Kobe",KOBRYAN,19780823,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
228,Thomas,Kurt,"Thomas,Kurt",KUTHOMA,19721004,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
229,Ellis,LaPhonso,"Ellis,LaPhonso",LAELLIS,19700505,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
230,Johnson,Larry,"Johnson,Larry",LAJOHNS,19690314,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
231,Carrawell,Chris,"Carrawell,Chris",CHCARRA,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
232,Murray,Lamond,"Murray,Lamond",LAMURRA,19730420,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
233,Sprewell,Latrell,"Sprewell,Latrell",LASPREW,19700908,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
234,Mayberry,Lee,"Mayberry,Lee",LEMAYBE,19700612,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
235,Hunter,Lindsey,"Hunter,Lindsey",LIHUNTE,19701203,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
236,Brown,Ernest,"Brown,Ernest",ERBROWN,19790517,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
237,Meyer,Loren,"Meyer,Loren",LOMEYER,19721230,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99,FALSE,FALSE
238,Vaught,Loy,"Vaught,Loy",LOVAUGH,19770120,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
239,Williams,Lorenzo,"Williams,Lorenzo",LRWILLI,19690715,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
240,Wright,Lorenzen,"Wright,Lorenzen",LOWRIGH,19751104,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
241,Harris,Lucious,"Harris,Lucious",LUHARRI,19701218,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
243,Abdul-Rauf,Mahmoud,"Abdul-Rauf,Mahmoud",MAABDUL,19690309,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
244,Bryant,Mark,"Bryant,Mark",MABRYAN,19650425,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
245,Bullard,Matt,"Bullard,Matt",MABULLA,19670605,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
246,Camby,Marcus,"Camby,Marcus",MACAMBY,19740322,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
247,Davis,Mark,"Davis,Mark",MADAVIS,19730426,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
249,Geiger,Matt,"Geiger,Matt",MAGEIGE,19690910,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
250,Jackson,Mark,"Jackson,Mark",MAJACKS,19650401,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
251,Vaughn,David,"Vaughn,David",DAVAUGH,19730323,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
252,Maloney,Matt,"Maloney,Matt",MAMALON,19711206,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
253,Respert,Shawn,"Respert,Shawn",SHRESPE,19720206,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
254,Milic,Marko,"Milic,Marko",MAMILIC,19770507,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
256,Price,Mark,"Price,Mark",MAPRICE,19640215,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
257,Sealy,Malik,"Sealy,Malik",MASEALY,19700201,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
258,Strickland,Mark,"Strickland,Mark",MASTRIC,19700714,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
259,Taylor,Maurice,"Taylor,Maurice",MATAYLO,19761030,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
260,West,Mark,"West,Mark",MAWEST_,19601105,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
261,Booker,Melvin,"Booker,Melvin",MEBOOKE,19720820,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99,FALSE,FALSE
262,Cage,Michael,"Cage,Michael",MICAGE_,19620128,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
263,Curry,Michael,"Curry,Michael",MICURRY,19680822,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
264,Finley,Michael,"Finley,Michael",MIFINLE,19730306,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
265,Richmond,Mitch,"Richmond,Mitch",MIRICHM,19650630,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
266,Smith,Michael,"Smith,Michael",MISMITH,19720328,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
268,Blaylock,Mookie,"Blaylock,Mookie",MOBLAYL,19670320,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
269,Williams,Monty,"Williams,Monty",MOWILLI,19711008,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
270,Lauderdale,Priest,"Lauderdale,Priest",PRLAUDE,19730831,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
271,Anderson,Nick,"Anderson,Nick",NIANDER,19680120,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
272,Van Exel,Nick,"Van Exel,Nick",NIVANEX,19711127,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
273,Miller,Oliver,"Miller,Oliver",OLMILLE,19700406,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
274,Polynice,Olden,"Polynice,Olden",OLPOLYN,19641121,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
275,Abdul-Wahad,Tariq,"Abdul-Wahad,Tariq",TAABDUL,19741103,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
276,Harrington,Othella,"Harrington,Othella",OTHARRI,19740131,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
277,Thorpe,Otis,"Thorpe,Otis",OTTHORP,19620805,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
278,Ewing,Patrick,"Ewing,Patrick",PAEWING,19620805,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
280,Ellison,Pervis,"Ellison,Pervis",PEELLIS,19670403,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
281,Brown,P.J.,"Brown,P.J.",PJBROWN,19691014,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
283,Allen,Ray,"Allen,Ray",RAALLEN,19750720,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
284,Brown,Randy,"Brown,Randy",RABROWN,19680522,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
285,Childress,Randolph,"Childress,Randolph",RACHILD,19720921,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98,FALSE,FALSE
286,Livingston,Randy,"Livingston,Randy",RALIVIN,19750402,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
287,Wallace,Rasheed,"Wallace,Rasheed",RAWALLA,19740917,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
288,Chapman,Rex,"Chapman,Rex",RECHAPM,19680801,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
289,Goldwire,Anthony,"Goldwire,Anthony",ANGOLDW,19710709,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
290,Miller,Reggie,"Miller,Reggie",REMILLE,19650824,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
291,Slater,Reggie,"Slater,Reggie",RESLATE,19700827,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
292,Walters,Rex,"Walters,Rex",REWALTE,19700312,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
293,Williams,Reggie,"Williams,Reggie",REWILLI,19640305,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
294,Fox,Rick,"Fox,Rick",RIFOX__,19690724,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
296,Manning,Rich,"Manning,Rich",RIMANNI,19700623,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98,FALSE,FALSE
297,Smits,Rik,"Smits,Rik",RISMITS,19660823,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
299,Horry,Robert,"Horry,Robert",ROHORRY,19700825,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
300,Jones,Popeye,"Jones,Popeye",ROJONES,19700617,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
301,Mercer,Ron,"Mercer,Ron",ROMERCE,19760518,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
302,Pack,Robert,"Pack,Robert",ROPACK_,19690203,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
304,Rhodes,Rodrick,"Rhodes,Rodrick",RORHODE,19730924,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
305,Rogers,Rodney,"Rogers,Rodney",ROROGER,19710620,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
306,Seikaly,Rony,"Seikaly,Rony",ROSEIKA,19650510,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
307,Strickland,Rod,"Strickland,Rod",ROSTRIC,19660711,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
308,Rogers,Roy,"Rogers,Roy",RYROGER,19730819,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
309,Cassell,Sam,"Cassell,Sam",SACASSE,19691118,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
310,Mack,Sam,"Mack,Sam",SAMACK_,19700526,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
311,Mitchell,Sam,"Mitchell,Sam",SAMITC0,19630902,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
312,Perkins,Sam,"Perkins,Sam",SAPERKI,19610614,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
313,Walker,Samaki,"Walker,Samaki",SAWALKE,19760225,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
314,Brooks,Scott,"Brooks,Scott",SCBROOK,19650731,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,99,FALSE,FALSE
315,Burrell,Scott,"Burrell,Scott",SCBURRE,19710112,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
316,Pippen,Scottie,"Pippen,Scottie",SCPIPPE,19650925,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
317,Williams,Scott,"Williams,Scott",SCWILLI,19680321,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
318,Elliott,Sean,"Elliott,Sean",SEELLIO,19680202,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
319,Rooks,Sean,"Rooks,Sean",SEROOKS,19690909,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
320,Zwikker,Serge,"Zwikker,Serge",SEZWIKK,19711127,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
321,Abdur-Rahim,Shareef,"Abdur-Rahim,Shareef",SHABDUR,19761211,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
322,Anderson,Shandon,"Anderson,Shandon",SHANDER,19731213,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
323,Bradley,Shawn,"Bradley,Shawn",SHBRADL,19720322,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
324,Douglas,Sherman,"Douglas,Sherman",SHDOUGL,19660915,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
325,Heal,Shane,"Heal,Shane",SHHEAL_,19700906,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
326,Kemp,Shawn,"Kemp,Shawn",SHKEMP_,19691126,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
327,O'Neal,Shaquille,"O'Neal,Shaquille",SHONEAL,19720306,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
329,James,Henry,"James,Henry",HEJAMES,19650729,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
330,Wright,Sharone,"Wright,Sharone",SHWRIGH,19730130,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99,FALSE,FALSE
331,Smith,Charles,"Smith,Charles",CASMITH,19750822,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
332,Augmon,Stacey,"Augmon,Stacey",STAUGMO,19680801,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
333,Newbill,Ivano,"Newbill,Ivano",IVNEWBI,19701212,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
334,Jackson,Stephen,"Jackson,Stephen",STJACKS,19780405,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
335,Kerr,Steve,"Kerr,Steve",STKERR_,19650927,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
336,Marbury,Stephon,"Marbury,Stephon",STMARBU,19770220,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
337,Nash,Steve,"Nash,Steve",STNASH_,19740207,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
338,Roberts,Stanley,"Roberts,Stanley",STROBER,19650630,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
339,Scheffler,Steve,"Scheffler,Steve",STSCHEF,19670903,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98,FALSE,FALSE
340,Smith,Steve,"Smith,Steve",STSMITH,19690331,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
341,Vrankovic,Stojko,"Vrankovic,Stojko",STVRANK,19640124,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
342,Brandon,Terrell,"Brandon,Terrell",TEBRAND,19700520,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
343,Cummings,Terry,"Cummings,Terry",TECUMMI,19610315,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
344,Dehere,Terry,"Dehere,Terry",TEDEHER,19710912,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
345,Mills,Terry,"Mills,Terry",TEMILLS,19671221,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
346,Porter,Terry,"Porter,Terry",TEPORT0,19630408,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
347,Lawson,Jason,"Lawson,Jason",JALAWSO,19740902,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
348,Ratliff,Theo,"Ratliff,Theo",THRATLI,19730417,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
349,Seals,Shea,"Seals,Shea",SHSEALS,19750826,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
350,Duncan,Tim,"Duncan,Tim",TIDUNCA,19760425,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
351,Hardaway,Tim,"Hardaway,Tim",TIHARDA,19660901,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
352,Legler,Tim,"Legler,Tim",TILEGLE,19661226,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
353,Thomas,Tim,"Thomas,Tim",TITHOMA,19770226,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
354,Battie,Tony,"Battie,Tony",TOBATTI,19760211,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
355,Delk,Tony,"Delk,Tony",TODELK_,19740128,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
356,Dumas,Tony,"Dumas,Tony",TODUMAS,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
357,Fuller,Todd,"Fuller,Todd",TOFULLE,19740725,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
358,Gugliotta,Tom,"Gugliotta,Tom",TOGUGLI,19691219,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
359,Kukoc,Toni,"Kukoc,Toni",TOKUKOC,19680918,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
360,Massenburg,Tony,"Massenburg,Tony",TOMASSE,19670713,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
361,Best,Travis,"Best,Travis",TRBEST_,19720712,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
362,Knight,Travis,"Knight,Travis",TRKNIGH,19740913,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
363,Murray,Tracy,"Murray,Tracy",TRMURRA,19710725,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
364,Bogues,Tyrone,"Bogues,Tyrone",TYBOGUE,19650109,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
365,Corbin,Tyrone,"Corbin,Tyrone",TYCORBI,19621231,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
366,Henson,Steve,"Henson,Steve",STHENSO,19680202,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
367,Hill,Tyrone,"Hill,Tyrone",TYHILL_,19680319,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
368,Coles,Bimbo,"Coles,Bimbo",VECOLES,19680422,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
369,Baker,Vin,"Baker,Vin",VIBAKER,19711123,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
370,Del Negro,Vinny,"Del Negro,Vinny",VIDELNE,19660809,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
371,Potapenko,Vitaly,"Potapenko,Vitaly",VIPOTAP,19750321,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
372,Divac,Vlade,"Divac,Vlade",VLDIVAC,19680203,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
373,Lenard,Voshon,"Lenard,Voshon",VOLENAR,19730514,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
374,McCarty,Walter,"McCarty,Walter",WAMCCAR,19740201,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
375,Williams,Walt,"Williams,Walt",WAWILLI,19700416,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
376,Person,Wesley,"Person,Wesley",WEPERSO,19710328,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
377,Anderson,Willie,"Anderson,Willie",WIANDER,19670108,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
378,Perdue,Will,"Perdue,Will",WIPERDU,19650829,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
379,McDaniel,Xavier,"McDaniel,Xavier",XAMCDAN,19630604,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
